iter	MultiClass
156	0.4944583794
157	0.4940038045
158	0.4934680931
159	0.4929924511
160	0.4924030824
161	0.4919532209
162	0.491661728
163	0.4909507555
164	0.4905666273
165	0.4899244798
166	0.4895327638
167	0.4890847374
168	0.4885818251
169	0.4882978605
170	0.4878934964
171	0.4872429617
172	0.4868044131
173	0.4863959579
174	0.485947651
175	0.4856184987
176	0.4850396909
177	0.4842377028
178	0.4839337049
179	0.4834576378
180	0.4831249376
181	0.4826561835
182	0.4820169164
183	0.4816160241
184	0.481419709
185	0.4809798855
186	0.4804668528
187	0.4801022246
188	0.4797386207
189	0.4792178999
190	0.4786723405
191	0.4784118585
192	0.4778327786
193	0.4773280637
194	0.4772296956
195	0.476900525
196	0.4767201237
197	0.4762489529
198	0.4758780125
199	0.4753777775
200	0.4752633788
201	0.4749946584
202	0.4746032778
203	0.4742069801
204	0.4739583351
205	0.4737564463
206	0.4734663084
207	0.4731202889
208	0.4726609172
209	0.472348637
210	0.4720343261
211	0.4715501678
212	0.4712752041
213	0.4709913279
214	0.470689588
215	0.470366226
216	0.4699367081
217	0.4694778237
218	0.4690280892
219	0.4687059251
220	0.468487897
221	0.4679795339
222	0.4676350411
223	0.4674419683
224	0.4672376898
225	0.4669079785
226	0.46672893
227	0.4663809989
228	0.4658788562
229	0.4655905564
230	0.4651541508
231	0.4647923276
232	0.4645942203
233	0.4643500849
234	0.4641815458
235	0.4637710681
236	0.4633185494
237	0.4629124792
238	0.4623179452
239	0.4620777669
240	0.4619124603
241	0.4615026163
242	0.4611847314
243	0.4609079784
244	0.4606370589
245	0.4603803198
246	0.4601985748
247	0.4596824277
248	0.4594349791
249	0.4594249322
250	0.4591509746
251	0.4586752805
252	0.4585178982
253	0.4581338058
254	0.4576513934
255	0.4573702679
256	0.456937478
257	0.4565966675
258	0.4563258891
259	0.4562052926
260	0.4559035623
261	0.4554932311
262	0.4552929066
263	0.454959787
264	0.4546846383
265	0.4544337551
266	0.4543139008
267	0.4541842867
268	0.453876787
269	0.4536561711
270	0.4534648216
271	0.4533188979
272	0.4529739864
273	0.4527053829
274	0.4523579674
275	0.4520564407
276	0.4518602206
277	0.451663145
278	0.451276907
279	0.4509330735
280	0.4507141552
281	0.4504084462
282	0.4500770042
283	0.4497828075
284	0.4495729576
285	0.4493409389
286	0.4490927258
287	0.4488673428
288	0.4483820815
289	0.4482114008
290	0.4479054814
291	0.4475430272
292	0.4471415081
293	0.4466890645
294	0.4464787826
295	0.4462066427
296	0.4457997316
297	0.4455916476
298	0.4454433787
299	0.4452582447
300	0.4449790998
301	0.4448876383
302	0.4447536421
303	0.4443482928
304	0.4441015146
305	0.4438925951
306	0.4436329761
307	0.4434532556
308	0.4434528934
309	0.4432380106
310	0.4428590701
311	0.4426098546
312	0.4424352324
313	0.4421634848
314	0.441755991
315	0.4417371269
316	0.4414664949
317	0.4412047826
318	0.4412023042
319	0.4410199703
320	0.4408125204
321	0.4406919512
322	0.4402692266
323	0.4400130877
324	0.439762929
325	0.4395842072
326	0.4393798813
327	0.4391436469
328	0.4386929706
329	0.4384963185
330	0.4382933732
331	0.4380900323
332	0.4379079441
333	0.4376311455
334	0.4374344972
335	0.4371794222
336	0.4370198017
337	0.4368092231
338	0.4366660246
339	0.4364001023
340	0.4361617504
341	0.4357330828
342	0.4353999798
343	0.4352198668
344	0.4349925574
345	0.4347744233
346	0.4345643048
347	0.434284973
348	0.4340633825
349	0.4339647521
350	0.4336672506
351	0.4334057027
352	0.4332052796
353	0.4330171509
354	0.4327371247
355	0.432574278
356	0.4323429456
357	0.4320423077
358	0.4317442407
359	0.4314581067
360	0.4312285555
361	0.4310225788
362	0.430785802
363	0.4306020589
364	0.4304568149
365	0.4301705138
366	0.4301597377
367	0.4300045305
368	0.4297838139
369	0.4295131186
370	0.4292531073
371	0.4288327942
372	0.4286215303
373	0.4284209041
374	0.4280914547
375	0.4279756935
376	0.4277799771
377	0.4275423779
378	0.4273668081
379	0.4271548965
380	0.4269266903
381	0.4266396099
382	0.4264479503
383	0.4262954508
384	0.4262952247
385	0.4260253734
386	0.4259235598
387	0.4256521923
388	0.4254944262
389	0.425314593
390	0.4251184363
391	0.4249730706
392	0.4248871706
393	0.4246865359
394	0.4244306655
395	0.4242001677
396	0.4239419555
397	0.4236984482
398	0.4235934872
399	0.4233746697
400	0.4232550663
401	0.4231071106
402	0.4228839471
403	0.4227404675
404	0.4226402194
405	0.4223974834
406	0.4223152735
407	0.4221837712
408	0.4218939013
409	0.4216298173
410	0.4214411955
411	0.4212303008
412	0.4210099002
413	0.4207932162
414	0.4206425548
415	0.4203586807
416	0.4202096642
417	0.419986487
418	0.4195601167
419	0.4194766121
420	0.4192508962
421	0.4190460227
422	0.41891356
423	0.4187792766
424	0.4185884771
425	0.4183188856
426	0.4180234435
427	0.4177926588
428	0.4176488382
429	0.4173592839
430	0.417205924
431	0.4170325004
432	0.4168899748
433	0.4166450642
434	0.4164688318
435	0.4161553243
436	0.4159573681
437	0.4158015468
438	0.4156491601
439	0.4153816701
440	0.4152420734
441	0.4151143478
442	0.4149618639
443	0.414958727
444	0.4146643306
445	0.4143948918
446	0.4142900652
447	0.414159552
448	0.4139436806
449	0.413755137
450	0.4135395716
451	0.4134014798
452	0.4132346519
453	0.4131257944
454	0.41294641
455	0.4127429634
456	0.4126127849
457	0.4124549234
458	0.4122412091
459	0.4120215183
460	0.411870155
461	0.4115820589
462	0.4113309981
463	0.4111501506
464	0.4109807084
465	0.4108480071
466	0.4108279558
467	0.4106726318
468	0.4104694725
469	0.4103698985
470	0.4101999541
471	0.4101728887
472	0.4098990345
473	0.4097082563
474	0.4095972364
475	0.4094360258
476	0.4092217637
477	0.4089858651
478	0.4088487979
479	0.4087434599
480	0.4085372274
481	0.4083479325
482	0.4082054312
483	0.4080389122
484	0.4080373934
485	0.4078605649
486	0.407622404
487	0.4074779635
488	0.4073411898
489	0.407090494
490	0.4069591394
491	0.4067249095
492	0.4065705253
493	0.406482934
494	0.4062866646
495	0.4061050518
496	0.4059930488
497	0.4058905489
498	0.4057665511
499	0.4055608071
500	0.4053373295
501	0.4051752072
502	0.4050114616
503	0.4048889923
504	0.4046990265
505	0.4045735289
506	0.4043959001
507	0.4042077383
508	0.4040376585
509	0.4039683247
510	0.4037384168
511	0.403519509
512	0.4034894562
513	0.4032580868
514	0.4031132312
515	0.4029608747
516	0.4026725196
517	0.4024899649
518	0.4023751696
519	0.4022905106
520	0.4021231612
521	0.4019885812
522	0.4018623953
523	0.4017302026
524	0.4015698879
525	0.4014533667
526	0.4011975438
527	0.4009671506
528	0.4008576223
529	0.4007136293
530	0.4004650988
531	0.4002762291
532	0.4001605117
533	0.3999833823
534	0.3998407208
535	0.399692026
536	0.3995041127
537	0.3993858512
538	0.3992491941
539	0.399122979
540	0.3990028028
541	0.3988502457
542	0.3986835035
543	0.3985609045
544	0.3983823938
545	0.3982820575
546	0.3981081122
547	0.3979100493
548	0.3977925515
549	0.3976030854
550	0.3973982556
551	0.3972813081
552	0.3971854162
553	0.3970719815
554	0.396859455
555	0.3967341978
556	0.3966042229
557	0.3964278149
558	0.3962416069
559	0.3960004332
560	0.3960004241
561	0.3957937763
562	0.3955719506
563	0.3954887877
564	0.3953176371
565	0.3951609259
566	0.3948924405
567	0.3947148738
568	0.3946080451
569	0.3944804436
570	0.3943072525
571	0.3941592107
572	0.3939503593
573	0.393777555
574	0.3936200322
575	0.3934085872
576	0.3932921279
577	0.3931084439
578	0.3929624338
579	0.3928911436
580	0.3927797812
581	0.3926312226
582	0.3924160203
583	0.3922983592
584	0.39219922
585	0.3921976055
586	0.3920112287
587	0.3918678063
588	0.3916810098
589	0.3915614972
590	0.3914595125
591	0.3913648756
592	0.3912649791
593	0.3911964694
594	0.3910451924
595	0.3909608793
596	0.3908235468
597	0.3905430452
598	0.3903741452
599	0.3902229999
600	0.3901977886
601	0.3900162074
602	0.3898655243
603	0.3897141267
604	0.3896821548
605	0.3895034036
606	0.3894708426
607	0.3893373478
608	0.3891816116
609	0.3891145164
610	0.3889404633
611	0.388854182
612	0.3888021597
613	0.388660742
614	0.3885008858
615	0.3883826106
616	0.388149686
617	0.3879489026
618	0.38784208
619	0.3876424007
620	0.3875128902
621	0.3874042873
622	0.387249104
623	0.3870818338
624	0.3870031176
625	0.3868887607
626	0.3867637818
627	0.3866266484
628	0.3864570021
629	0.3862174965
630	0.3861354261
631	0.3861102767
632	0.3859845996
633	0.3857563751
634	0.3856185072
635	0.3854567657
636	0.385276116
637	0.3851907383
638	0.3850522874
639	0.3849121495
640	0.3847725404
641	0.3846806469
642	0.3844904273
643	0.3842855844
644	0.3841900797
645	0.384061658
646	0.3839614771
647	0.3838446752
648	0.3837230306
649	0.3835700439
650	0.3834304631
651	0.3833551188
652	0.3831592064
653	0.3830688901
654	0.3828543402
655	0.3825745384
656	0.3824816078
657	0.3823156427
658	0.3821246721
659	0.3820050375
660	0.3819169203
661	0.3818347147
662	0.3816680375
663	0.3815360493
664	0.3814252432
665	0.3812874447
666	0.3811283646
667	0.38102627
668	0.3809299255
669	0.3808449517
670	0.3807649922
671	0.380671595
672	0.3805883304
673	0.380387874
674	0.3802553081
675	0.3801305628
676	0.3800336224
677	0.3799823393
678	0.3798611556
679	0.3797346473
680	0.3795636619
681	0.3794498115
682	0.3794447119
683	0.3793618152
684	0.3792622702
685	0.3791400203
686	0.3790091609
687	0.3787471899
688	0.3786676666
689	0.3784907838
690	0.3783746562
691	0.3781784478
692	0.3780978257
693	0.377959629
694	0.3778211219
695	0.3776128256
696	0.3775169586
697	0.3773330112
698	0.3772511435
699	0.3771400516
700	0.3770394116
701	0.3769375055
702	0.3768636036
703	0.3767778844
704	0.3766751769
705	0.3764884404
706	0.3764325374
707	0.3762869316
708	0.3762249687
709	0.3761497453
710	0.3760256181
711	0.3759389811
712	0.3757556142
713	0.3756046004
714	0.3754539859
715	0.3754539802
716	0.3753070634
717	0.3751838251
718	0.3750684297
719	0.374977604
720	0.3749739813
721	0.3748537544
722	0.3746881153
723	0.3745454588
724	0.3744237061
725	0.3743507248
726	0.3743332981
727	0.3742089084
728	0.3740898917
729	0.3739182476
730	0.3737648527
731	0.3736130155
732	0.3734603635
733	0.3733718096
734	0.3732926071
735	0.3731904477
736	0.3731151085
737	0.3730039869
738	0.3728505602
739	0.3727343504
740	0.3726664087
741	0.3725630668
742	0.3724717834
743	0.372389924
744	0.3723134337
745	0.3722136196
746	0.3720254451
747	0.3719150443
748	0.3718213371
749	0.3716977496
750	0.3716293961
751	0.3715143219
752	0.3713484743
753	0.3712544208
754	0.3711473309
755	0.3710130386
756	0.3709410692
757	0.3707633442
758	0.3706943876
759	0.3705919425
760	0.3704611177
761	0.3703352671
762	0.3702187476
763	0.3701911798
764	0.3700581695
765	0.3699840723
766	0.3698394839
767	0.3697578464
768	0.3696717279
769	0.3695816605
770	0.369580781
771	0.3694735475
772	0.369388258
773	0.3692798161
774	0.3691485559
775	0.3691448777
776	0.3690284763
777	0.3688970738
778	0.3688412014
779	0.368681401
780	0.3685284402
781	0.3683853875
782	0.3682896727
783	0.3682107884
784	0.3680912239
785	0.3679887844
786	0.3678918534
787	0.3677809746
788	0.3677313406
789	0.3676679369
790	0.3675843395
791	0.3674631836
792	0.3673302441
793	0.3671976861
794	0.3671055684
795	0.3670012333
796	0.3668979816
797	0.3668865869
798	0.366750033
799	0.3666861121
800	0.3665405453
801	0.3664495929
802	0.3662867716
803	0.3662341388
804	0.3661085638
805	0.3660424388
806	0.3659128329
807	0.3657924832
808	0.3656727893
809	0.3656726148
810	0.3655527022
811	0.3653790104
812	0.3652691261
813	0.3651762839
814	0.3650933495
815	0.3650042633
816	0.3649015234
817	0.3648169282
818	0.3646792627
819	0.3645185139
820	0.3644588773
821	0.3643634488
822	0.3642640738
823	0.3641682152
824	0.3640931928
825	0.3639828621
826	0.3639761446
827	0.3638996178
828	0.3637663433
829	0.363629364
830	0.3635373668
831	0.3634144701
832	0.3633043376
833	0.3632244106
834	0.3631481178
835	0.3630750174
836	0.3630242711
837	0.3629331086
838	0.3628189972
839	0.362727842
840	0.3626358147
841	0.3625534372
842	0.3624675803
843	0.3622814894
844	0.362156777
845	0.3620258131
846	0.3619783501
847	0.3619193538
848	0.3618286046
849	0.3616855431
850	0.3615996618
851	0.3615145675
852	0.3613871362
853	0.3612424855
854	0.3610657974
855	0.360939207
856	0.3608326276
857	0.3607505119
858	0.3606500716
859	0.3604973131
860	0.3604178132
861	0.36032405
862	0.3602193602
863	0.3601258014
864	0.3599604427
865	0.3598984357
866	0.3598570939
867	0.3596569368
868	0.3595741007
869	0.3594004411
870	0.3593163829
871	0.3591823401
872	0.3591823302
873	0.3590069944
874	0.3588845661
875	0.3588292851
876	0.3587470223
877	0.3586852812
878	0.3585891898
879	0.3584188424
880	0.3582835735
881	0.3582229526
882	0.3581281104
883	0.3580467515
884	0.3579085641
885	0.3579085546
886	0.3579054904
887	0.3577957413
888	0.3576923814
889	0.3575525874
890	0.3574546281
891	0.3573250193
892	0.3572037816
893	0.3571148251
894	0.3569641127
895	0.3568117715
896	0.3567666883
897	0.3566926578
898	0.3566025684
899	0.3565046123
900	0.3564250525
901	0.3563336577
902	0.3562333586
903	0.3561220863
904	0.3560082475
905	0.3558227168
906	0.3556606483
907	0.3555079153
908	0.3554148936
909	0.3552794311
910	0.3551797691
911	0.3550319506
912	0.3549090279
913	0.3547791523
914	0.3547364431
915	0.3546758602
916	0.3545931978
917	0.3545080455
918	0.3543783988
919	0.3542704863
920	0.354154933
921	0.3540166622
922	0.3539011569
923	0.3538161949
924	0.3536470468
925	0.3535700368
926	0.3534434823
927	0.3533540306
928	0.3533008902
929	0.3532212257
930	0.3531463791
931	0.3530872467
932	0.3529778643
933	0.3529061124
934	0.3527799057
935	0.3526860322
936	0.3525363479
937	0.3524495604
938	0.3523299146
939	0.3522702274
940	0.3521904919
941	0.3520908311
942	0.3520316311
943	0.3519175121
944	0.3517047472
945	0.351644059
946	0.3515015972
947	0.3513517585
948	0.351280348
949	0.3511877076
950	0.3511041298
951	0.3509593258
952	0.3508870592
953	0.3507875388
954	0.3506537757
955	0.3505576549
956	0.350454141
957	0.3504014697
958	0.3502430314
959	0.3501706562
960	0.3500697858
961	0.3500070574
962	0.349942652
963	0.3498154227
964	0.3497024557
965	0.3496328729
966	0.3495614785
967	0.3495202902
968	0.3493310648
969	0.3491767678
970	0.3491105482
971	0.349025259
972	0.3490159061
973	0.3489245082
974	0.3488366343
975	0.3487613479
976	0.3486774905
977	0.3485624129
978	0.3485343119
979	0.3484617231
980	0.3483906431
981	0.3483032234
982	0.3481999224
983	0.3481041618
984	0.3480200707
985	0.3479597526
986	0.3478653796
987	0.3477868368
988	0.3475813254
989	0.3475139949
990	0.3473995561
991	0.3473925631
992	0.3473099044
993	0.3472080555
994	0.3471190136
995	0.3470397585
996	0.3469671189
997	0.3468708666
998	0.3467589613
999	0.3466253879
