iter	Passed	Remaining
707	6430	2652
708	6441	2643
709	6453	2635
710	6461	2626
711	6471	2617
712	6480	2608
713	6488	2599
714	6497	2589
715	6505	2580
716	6514	2571
717	6516	2559
718	6530	2552
719	6543	2544
720	6552	2535
721	6559	2525
722	6563	2514
723	6572	2505
724	6584	2497
725	6593	2488
726	6602	2479
727	6611	2470
728	6616	2459
729	6626	2450
730	6637	2442
731	6653	2435
732	6661	2426
733	6671	2417
734	6679	2408
735	6689	2399
736	6701	2391
737	6709	2381
738	6717	2372
739	6727	2363
740	6735	2354
741	6744	2344
742	6753	2335
743	6762	2326
744	6771	2317
745	6780	2308
746	6788	2299
747	6796	2289
748	6805	2280
749	6814	2271
750	6822	2262
751	6832	2253
752	6840	2243
753	6850	2235
754	6859	2226
755	6869	2217
756	6878	2208
757	6888	2199
758	6896	2189
759	6906	2180
760	6915	2172
761	6925	2163
762	6935	2154
763	6943	2144
764	6951	2135
765	6958	2125
766	6967	2116
767	6976	2107
768	6984	2098
769	6994	2089
770	7002	2079
771	7012	2071
772	7015	2060
773	7025	2051
774	7034	2042
775	7041	2032
776	7050	2023
777	7055	2013
778	7063	2003
779	7074	1995
780	7083	1986
781	7091	1977
782	7101	1968
783	7108	1958
784	7117	1949
785	7125	1940
786	7133	1930
787	7142	1921
788	7151	1912
789	7159	1903
790	7166	1893
791	7174	1884
792	7184	1875
793	7194	1866
794	7206	1858
795	7214	1848
796	7223	1839
797	7232	1830
798	7241	1821
799	7246	1811
800	7254	1802
801	7264	1793
802	7272	1784
803	7283	1775
804	7291	1766
805	7300	1757
806	7309	1748
807	7318	1739
808	7328	1730
809	7338	1721
810	7347	1712
811	7353	1702
812	7361	1693
813	7370	1684
814	7378	1674
815	7385	1665
816	7395	1656
817	7404	1647
818	7414	1638
819	7425	1629
820	7432	1620
821	7442	1611
822	7450	1602
823	7459	1593
824	7469	1584
825	7478	1575
826	7487	1566
827	7495	1557
828	7500	1547
829	7507	1537
830	7516	1528
831	7526	1519
832	7534	1510
833	7543	1501
834	7553	1492
835	7562	1483
836	7572	1474
837	7581	1465
838	7591	1456
839	7604	1448
840	7612	1439
841	7621	1430
842	7631	1421
843	7639	1412
844	7648	1402
845	7656	1393
846	7665	1384
847	7674	1375
848	7682	1366
849	7691	1357
850	7700	1348
851	7710	1339
852	7721	1330
853	7731	1321
854	7741	1312
855	7749	1303
856	7759	1294
857	7768	1285
858	7777	1276
859	7784	1267
860	7793	1258
861	7802	1249
862	7810	1239
863	7818	1230
864	7829	1221
865	7837	1212
866	7845	1203
867	7854	1194
868	7862	1185
869	7872	1176
870	7879	1166
871	7889	1158
872	7899	1149
873	7910	1140
874	7913	1130
875	7924	1121
876	7933	1112
877	7942	1103
878	7952	1094
879	7961	1085
880	7969	1076
881	7977	1067
882	7986	1058
883	7996	1049
884	8006	1040
885	8016	1031
886	8024	1022
887	8026	1012
888	8030	1002
889	8037	993
890	8045	984
891	8056	975
892	8064	966
893	8073	957
894	8081	948
895	8089	938
896	8098	929
897	8109	921
898	8118	912
899	8127	903
900	8138	894
901	8149	885
902	8157	876
903	8165	867
904	8175	858
905	8183	849
906	8193	840
907	8202	831
908	8212	822
909	8221	813
910	8230	804
911	8238	794
912	8246	785
913	8256	776
914	8264	767
915	8273	758
916	8279	749
917	8288	740
918	8296	731
919	8305	722
920	8315	713
921	8324	704
922	8334	695
923	8342	686
924	8354	677
925	8364	668
926	8373	659
927	8382	650
928	8391	641
929	8399	632
930	8408	623
931	8417	614
932	8425	605
933	8434	596
934	8443	586
935	8453	578
936	8462	568
937	8473	560
938	8481	550
939	8490	541
940	8499	532
941	8508	523
942	8518	514
943	8527	505
944	8535	496
945	8543	487
946	8554	478
947	8562	469
948	8570	460
949	8578	451
950	8588	442
951	8597	433
952	8604	424
953	8614	415
954	8622	406
955	8631	397
956	8642	388
957	8650	379
958	8658	370
959	8665	361
960	8675	352
961	8684	343
962	8694	334
963	8702	324
964	8710	315
965	8718	306
966	8726	297
967	8736	288
968	8745	279
969	8758	270
970	8767	261
971	8775	252
972	8784	243
973	8793	234
974	8798	225
975	8807	216
976	8816	207
977	8828	198
978	8839	189
979	8849	180
980	8855	171
981	8865	162
982	8881	153
983	8889	144
984	8899	135
985	8907	126
986	8923	117
987	8935	108
988	8946	99
989	8957	90
990	8967	81
991	8975	72
992	8986	63
993	8991	54
994	8999	45
995	9008	36
996	9017	27
997	9030	18
998	9040	9
999	9051	0
