iter	MultiClass
277	0.4402768957
278	0.4396609184
279	0.4393513204
280	0.4390396879
281	0.4388100735
282	0.4384228527
283	0.4381209464
284	0.4378688516
285	0.4376194843
286	0.437300749
287	0.4370522223
288	0.4370507962
289	0.4367284005
290	0.4364327686
291	0.4361996633
292	0.4359368508
293	0.4355681178
294	0.4350025981
295	0.434561347
296	0.4341783218
297	0.4338880454
298	0.4336672532
299	0.4334576199
300	0.433301976
301	0.4329763975
302	0.4326850531
303	0.4324405171
304	0.4321220075
305	0.4318473098
306	0.431535765
307	0.4313534842
308	0.4309085212
309	0.4307180477
310	0.4304443575
311	0.4300938445
312	0.4296881996
313	0.4292655372
314	0.429061768
315	0.4286119121
316	0.4282649349
317	0.4279406203
318	0.427719086
319	0.4274400866
320	0.4271867688
321	0.4268742133
322	0.4266222469
323	0.4263183485
324	0.4260351917
325	0.4258096371
326	0.4256036578
327	0.4252246877
328	0.4250445048
329	0.4248196219
330	0.4245547709
331	0.424353215
332	0.4240461979
333	0.4238432536
334	0.4238396101
335	0.4235818957
336	0.4232023782
337	0.4228846569
338	0.4227378204
339	0.4225826857
340	0.4220778922
341	0.4219156071
342	0.4214752792
343	0.4212184787
344	0.4209106479
345	0.4206012092
346	0.4203555344
347	0.4200872603
348	0.4198628406
349	0.4196261502
350	0.4193526017
351	0.4193271195
352	0.419084936
353	0.4189132155
354	0.4187073577
355	0.4186290336
356	0.4183972435
357	0.4182018713
358	0.4179036807
359	0.417896644
360	0.4176795833
361	0.4175233563
362	0.4172780282
363	0.4170301499
364	0.4168110275
365	0.4163864872
366	0.4161681629
367	0.4159088837
368	0.415766337
369	0.4156450901
370	0.4152806339
371	0.4150514237
372	0.4150514116
373	0.4149154225
374	0.4146522095
375	0.4145010061
376	0.4141841853
377	0.4138748173
378	0.4137022242
379	0.4135094757
380	0.4132693769
381	0.4129023585
382	0.412598613
383	0.4123735811
384	0.412277143
385	0.4121673547
386	0.4119745427
387	0.4117958388
388	0.4116511605
389	0.4114780715
390	0.4113016756
391	0.4110887811
392	0.4106998907
393	0.4104531927
394	0.4102339849
395	0.4100801818
396	0.4097935442
397	0.4095814718
398	0.4093801752
399	0.4091432364
400	0.4088031816
401	0.4086340989
402	0.4082618388
403	0.4081379026
404	0.4079432625
405	0.4077384794
406	0.4076034317
407	0.4074658553
408	0.4071947065
409	0.4070935653
410	0.406894204
411	0.4067529823
412	0.4066171754
413	0.406426821
414	0.4062624887
415	0.4059609027
416	0.4056873618
417	0.4053617388
418	0.4050721304
419	0.4047977219
420	0.4046458034
421	0.4044164501
422	0.4041609472
423	0.4040127182
424	0.4034906998
425	0.4033342374
426	0.4032221146
427	0.4029911814
428	0.4027997242
429	0.4026709196
430	0.4025490174
431	0.4023455711
432	0.4021760446
433	0.4019502291
434	0.4017556372
435	0.4014561165
436	0.4012096823
437	0.4010947178
438	0.4008593911
439	0.4006310455
440	0.4003151843
441	0.4000855904
442	0.3998091685
443	0.3996462402
444	0.3994470233
445	0.3992190289
446	0.3988965608
447	0.3986977952
448	0.3985058819
449	0.3982927964
450	0.398139306
451	0.3979566184
452	0.3977163082
453	0.397533158
454	0.3973233574
455	0.3971021338
456	0.3969406748
457	0.3967023301
458	0.396569395
459	0.3963956907
460	0.3962803632
461	0.3960303092
462	0.3958384346
463	0.3956913694
464	0.3955405838
465	0.3953788823
466	0.3951964206
467	0.3950584985
468	0.3948662722
469	0.39459879
470	0.3944040695
471	0.3942556754
472	0.3939584618
473	0.3937974668
474	0.3935810975
475	0.393330805
476	0.393096738
477	0.3928861143
478	0.3926926777
479	0.392545425
480	0.3923684861
481	0.3921463041
482	0.3919417626
483	0.3917890471
484	0.3916396476
485	0.3913726789
486	0.3912698997
487	0.3911327429
488	0.3908817467
489	0.3906319127
490	0.3904488946
491	0.3902558716
492	0.390199542
493	0.3900425106
494	0.3899567985
495	0.3897270448
496	0.3895934872
497	0.3892977733
498	0.3891201433
499	0.3890356634
500	0.3888817173
501	0.3886644098
502	0.3885139744
503	0.3883084877
504	0.388224063
505	0.3881050216
506	0.3878830737
507	0.3876929406
508	0.3875539901
509	0.3873418913
510	0.3871931291
511	0.3870536079
512	0.3868780911
513	0.3867683342
514	0.3866555735
515	0.3865557333
516	0.3863166692
517	0.3861748789
518	0.3859836297
519	0.3856693018
520	0.3855144322
521	0.385395373
522	0.3852030999
523	0.3850324104
524	0.3848025775
525	0.3845952047
526	0.3844340044
527	0.3843550406
528	0.3842319377
529	0.3840132825
530	0.3838461284
531	0.3836441709
532	0.383439669
533	0.3833525234
534	0.3832168221
535	0.3830730553
536	0.3828136598
537	0.3825802289
538	0.3824741129
539	0.3823429633
540	0.3821715965
541	0.3819958821
542	0.3818864232
543	0.3817860732
544	0.3816024473
545	0.3814097181
546	0.3812048189
547	0.3810627007
548	0.3808268559
549	0.3807515726
550	0.380564701
551	0.3805006152
552	0.3802482824
553	0.3800728093
554	0.3799394345
555	0.3798301242
556	0.3797409244
557	0.3796186857
558	0.3794312303
559	0.379212133
560	0.3790648227
561	0.3788009855
562	0.3786712216
563	0.3784875606
564	0.3783927826
565	0.3782492396
566	0.3780487342
567	0.3778457901
568	0.377672355
569	0.377553505
570	0.3772838399
571	0.3771012658
572	0.3769163194
573	0.3767533977
574	0.3764871664
575	0.3763147573
576	0.3761797343
577	0.3760255321
578	0.3758564472
579	0.3757157547
580	0.3754805899
581	0.3752576477
582	0.3750494703
583	0.3748839285
584	0.3747240695
585	0.3745554105
586	0.3742924774
587	0.37420105
588	0.3740130905
589	0.3738979094
590	0.3738366133
591	0.3735577971
592	0.3734220478
593	0.3732438487
594	0.3731052502
595	0.3729874706
596	0.3728113102
597	0.3726747581
598	0.3725318988
599	0.3723931614
600	0.3723931531
601	0.3723025836
602	0.3721793477
603	0.3720835052
604	0.3718382912
605	0.3716671708
606	0.3714159845
607	0.3712475697
608	0.371125149
609	0.3709941798
610	0.3708231372
611	0.3706074078
612	0.3703669011
613	0.3702440488
614	0.3700962771
615	0.3699576066
616	0.36976524
617	0.3696117181
618	0.3694580203
619	0.369295605
620	0.3691671898
621	0.3690182344
622	0.3688882704
623	0.3688390687
624	0.3686799257
625	0.3685183345
626	0.3682576605
627	0.368160375
628	0.3680327221
629	0.3678177485
630	0.3675996689
631	0.3675160025
632	0.3673810213
633	0.3672479086
634	0.3670102236
635	0.3668081349
636	0.366714565
637	0.3664767072
638	0.3663124061
639	0.3661352006
640	0.3660532357
641	0.3658159361
642	0.3657275825
643	0.365563354
644	0.365403647
645	0.3652347044
646	0.3650653004
647	0.3649774786
648	0.3648899549
649	0.3646805931
650	0.3645759018
651	0.3643788791
652	0.3642341287
653	0.364045351
654	0.3639421824
655	0.3637884611
656	0.3637884504
657	0.3636444282
658	0.36349841
659	0.3633189884
660	0.3631876847
661	0.3630592514
662	0.3629177079
663	0.3627315817
664	0.3625732892
665	0.3623933027
666	0.36230427
667	0.3622180969
668	0.3620513544
669	0.3618307041
670	0.3616648559
671	0.3615467969
672	0.3613924621
673	0.3613119601
674	0.3612012977
675	0.3610173329
676	0.3608464295
677	0.3606578631
678	0.3605999965
679	0.3604774639
680	0.3603286886
681	0.3602163713
682	0.3600828416
683	0.360063149
684	0.3598781344
685	0.3597077577
686	0.3596080871
687	0.359456964
688	0.3592638347
689	0.3591490042
690	0.3590070187
691	0.3588461325
692	0.3586535774
693	0.3585352694
694	0.3582762911
695	0.3581463181
696	0.3579880712
697	0.3578867649
698	0.3576877394
699	0.3575632005
700	0.3574208983
701	0.3572870827
702	0.357206756
703	0.357038855
704	0.3568579687
705	0.3567668695
706	0.3565180078
707	0.3563610125
708	0.3563592443
709	0.3562888317
710	0.3561774329
711	0.3560050019
712	0.3557956658
713	0.3556357934
714	0.3554979006
715	0.355415832
716	0.3552414062
717	0.3551023007
718	0.3549203829
719	0.3547517423
720	0.3546097184
721	0.3545484153
722	0.3544015812
723	0.3542373257
724	0.3542022203
725	0.3540451372
726	0.35379068
727	0.3537289135
728	0.3536135219
729	0.3535189875
730	0.3534040722
731	0.353245388
732	0.3530259126
733	0.3528488156
734	0.3527206239
735	0.3525426523
736	0.3524464746
737	0.3522151915
738	0.3521199823
739	0.3520532899
740	0.3519073784
741	0.351796237
742	0.3516595586
743	0.3515627276
744	0.3514409317
745	0.3512955295
746	0.3511710077
747	0.3510458254
748	0.3509419161
749	0.3508360553
750	0.3507562051
751	0.3505734955
752	0.3503956729
753	0.3502968484
754	0.3500006662
755	0.3499561482
756	0.3498331456
757	0.3495909609
758	0.349484186
759	0.3494838657
760	0.3493927265
761	0.3492202035
762	0.3490877848
763	0.3489328051
764	0.3487799702
765	0.3486671754
766	0.3484911803
767	0.348377094
768	0.3483173778
769	0.3482021232
770	0.3481571102
771	0.3480424216
772	0.347953831
773	0.3478177236
774	0.347743137
775	0.3476362001
776	0.3475936991
777	0.3474838318
778	0.347277048
779	0.3472128318
780	0.3470627648
781	0.3469069149
782	0.3468330138
783	0.3466819039
784	0.3465381367
785	0.3464677789
786	0.3463094823
787	0.3462132566
788	0.346036926
789	0.3459426789
790	0.3458146185
791	0.3456356498
792	0.3455348049
793	0.3454069902
794	0.3453341274
795	0.3452620315
796	0.3451548893
797	0.3450391738
798	0.3449397345
799	0.3448469083
800	0.3446941915
801	0.3445772468
802	0.344403626
803	0.3443278858
804	0.3442049751
805	0.3440978523
806	0.3439796346
807	0.3439072381
808	0.3439067887
809	0.3438485457
810	0.3436553059
811	0.3435607662
812	0.3434515797
813	0.3433601088
814	0.3432750992
815	0.3430778175
816	0.3429857657
817	0.3428084178
818	0.3426167958
819	0.3425646185
820	0.3423547972
821	0.3423263811
822	0.3422829789
823	0.3422207004
824	0.3420378603
825	0.341858414
826	0.3417115469
827	0.3415943355
828	0.3414751967
829	0.3413222292
830	0.3412166389
831	0.3410495872
832	0.3408977257
833	0.340796008
834	0.3406470552
835	0.3404915444
836	0.3403220379
837	0.3401993063
838	0.3400274883
839	0.3398374824
840	0.3397514157
841	0.3396930498
842	0.3395662669
843	0.3395160469
844	0.3393996855
845	0.3392520004
846	0.3391131234
847	0.3390356326
848	0.3389506399
849	0.3387288884
850	0.3386430487
851	0.3384866038
852	0.338298033
853	0.3380945356
854	0.3378877796
855	0.3377486782
856	0.33756112
857	0.3374575641
858	0.3372860227
859	0.3372208827
860	0.3371440038
861	0.3370460563
862	0.336925977
863	0.336800205
864	0.3367026806
865	0.3365792629
866	0.3364674755
867	0.3364584546
868	0.3363120432
869	0.3361916208
870	0.336102264
871	0.3360218039
872	0.3358379838
873	0.3356911686
874	0.3355859179
875	0.3354783094
876	0.3353957939
877	0.3353147722
878	0.335234023
879	0.3351167269
880	0.3350031417
881	0.3349361691
882	0.3348122516
883	0.3347276352
884	0.3346281995
885	0.3345962548
886	0.3344451103
887	0.3343204125
888	0.3342498985
889	0.3340856443
890	0.3338320445
891	0.3338004429
892	0.3336767188
893	0.3336174099
894	0.3334412786
895	0.3333014266
896	0.3331774302
897	0.3330835745
898	0.3329686237
899	0.3328217076
900	0.3327141318
901	0.3326179483
902	0.3325332792
903	0.3324350236
904	0.3322440936
905	0.3321842574
906	0.3320921627
907	0.3319317936
908	0.3318422825
909	0.3317066389
910	0.3315586006
911	0.3315584553
912	0.3314545017
913	0.331330543
914	0.3312475211
915	0.3310716216
916	0.3309902264
917	0.3308720729
918	0.3306919534
919	0.3306029539
920	0.3304408687
921	0.3302882978
922	0.3301338873
923	0.3300475335
924	0.3299683647
925	0.3298000594
926	0.3297079931
927	0.3294961455
928	0.3293923293
929	0.3292917692
930	0.3291217448
931	0.3290722998
932	0.3289884372
933	0.3287824074
934	0.3286822729
935	0.3285528719
936	0.3284532452
937	0.3283819709
938	0.3282417303
939	0.3281269641
940	0.3279637684
941	0.3278280418
942	0.3276146799
943	0.3275050892
944	0.3274431965
945	0.3273273649
946	0.3271417739
947	0.3270475915
948	0.3269650525
949	0.3268372547
950	0.3267766001
951	0.3266972944
952	0.3266289741
953	0.3265719356
954	0.3264963735
955	0.3263626861
956	0.3262326581
957	0.3261398077
958	0.3260552605
959	0.3258610728
960	0.3257157137
961	0.3255442613
962	0.3254735566
963	0.3254110546
964	0.3252479664
965	0.3251528568
966	0.3250371095
967	0.3249148216
968	0.3247755594
969	0.3246154456
970	0.324487862
971	0.3243703401
972	0.3242595561
973	0.3242065748
974	0.3241402206
975	0.32395334
976	0.3239173323
977	0.323761464
978	0.3236567057
979	0.3234960902
980	0.3234032505
981	0.3233182428
982	0.3231517253
983	0.3230634331
984	0.3229734096
985	0.322902823
986	0.3228091526
987	0.3227347255
988	0.3226699639
989	0.3225387904
990	0.322511449
991	0.3224335667
992	0.3222199452
993	0.3220905555
994	0.3219913472
995	0.3219122605
996	0.321780252
997	0.3217290022
998	0.3216655357
999	0.3215335684
