iter	Passed	Remaining
373	4345	7273
374	4355	7259
375	4365	7245
376	4377	7233
377	4389	7222
378	4401	7211
379	4412	7199
380	4426	7191
381	4437	7179
382	4449	7167
383	4459	7154
384	4473	7146
385	4486	7136
386	4499	7126
387	4510	7114
388	4522	7102
389	4533	7090
390	4545	7079
391	4555	7065
392	4566	7053
393	4576	7039
394	4590	7030
395	4601	7019
396	4611	7004
397	4620	6989
398	4631	6975
399	4640	6960
400	4650	6947
401	4661	6934
402	4671	6920
403	4682	6907
404	4699	6904
405	4709	6890
406	4720	6878
407	4731	6865
408	4742	6852
409	4759	6848
410	4769	6835
411	4781	6824
412	4793	6813
413	4802	6798
414	4811	6782
415	4821	6768
416	4830	6753
417	4839	6738
418	4851	6726
419	4859	6711
420	4867	6694
421	4878	6681
422	4888	6668
423	4897	6653
424	4907	6638
425	4917	6625
426	4927	6612
427	4938	6599
428	4948	6586
429	4958	6573
430	4970	6562
431	4980	6548
432	4989	6533
433	4997	6517
434	5008	6504
435	5018	6492
436	5029	6480
437	5040	6467
438	5052	6456
439	5068	6450
440	5079	6438
441	5093	6429
442	5104	6417
443	5116	6406
444	5126	6393
445	5136	6380
446	5147	6367
447	5160	6358
448	5170	6345
449	5181	6333
450	5191	6319
451	5201	6306
452	5210	6291
453	5220	6278
454	5231	6265
455	5241	6253
456	5251	6240
457	5262	6227
458	5271	6213
459	5281	6199
460	5291	6186
461	5301	6173
462	5309	6158
463	5319	6144
464	5329	6131
465	5342	6122
466	5354	6111
467	5366	6100
468	5376	6087
469	5385	6072
470	5395	6059
471	5405	6046
472	5415	6033
473	5425	6020
474	5433	6005
475	5445	5994
476	5458	5984
477	5469	5972
478	5477	5958
479	5488	5945
480	5497	5932
481	5507	5918
482	5515	5904
483	5524	5890
484	5533	5876
485	5544	5864
486	5556	5853
487	5566	5840
488	5576	5827
489	5587	5815
490	5597	5803
491	5607	5789
492	5616	5775
493	5631	5768
494	5643	5757
495	5662	5753
496	5671	5740
497	5682	5727
498	5691	5713
499	5700	5700
500	5711	5688
501	5721	5675
502	5731	5663
503	5741	5650
504	5751	5637
505	5762	5625
506	5772	5613
507	5783	5601
508	5795	5590
509	5805	5578
510	5816	5565
511	5827	5553
512	5835	5539
513	5844	5525
514	5854	5513
515	5864	5500
516	5874	5487
517	5883	5474
518	5891	5460
519	5901	5447
520	5909	5433
521	5921	5422
522	5932	5410
523	5942	5398
524	5952	5385
525	5962	5372
526	5970	5359
527	5980	5346
528	5994	5336
529	6004	5324
530	6017	5314
531	6027	5302
532	6037	5289
533	6049	5279
534	6060	5267
535	6069	5253
536	6081	5243
537	6095	5234
538	6110	5226
539	6129	5221
540	6139	5208
541	6153	5199
542	6165	5189
543	6176	5177
544	6186	5164
545	6195	5151
546	6206	5139
547	6216	5127
548	6226	5115
549	6238	5104
550	6250	5093
551	6258	5079
552	6267	5065
553	6277	5053
554	6287	5041
555	6297	5029
556	6308	5017
557	6318	5005
558	6328	4992
559	6340	4981
560	6350	4969
561	6361	4957
562	6371	4945
563	6380	4932
564	6390	4919
565	6399	4907
566	6409	4894
567	6419	4882
568	6429	4870
569	6439	4857
570	6449	4845
571	6460	4834
572	6471	4822
573	6479	4809
574	6490	4797
575	6505	4788
576	6515	4776
577	6525	4764
578	6547	4760
579	6566	4755
580	6580	4745
581	6598	4739
582	6612	4729
583	6624	4718
584	6646	4714
585	6657	4703
586	6671	4693
587	6681	4681
588	6692	4670
589	6703	4658
590	6711	4644
591	6721	4632
592	6734	4621
593	6755	4617
594	6765	4605
595	6790	4602
596	6811	4597
597	6823	4587
598	6838	4578
599	6853	4569
600	6856	4551
601	6870	4542
602	6882	4531
603	6891	4518
604	6902	4506
605	6913	4495
606	6926	4484
607	6936	4472
608	6950	4462
609	6960	4450
610	6970	4437
611	6983	4427
612	6995	4416
613	7005	4403
614	7014	4390
615	7023	4378
616	7033	4366
617	7052	4359
618	7068	4350
619	7079	4338
620	7091	4327
621	7104	4317
622	7116	4306
623	7122	4291
624	7132	4279
625	7144	4268
626	7154	4256
627	7164	4244
628	7176	4233
629	7186	4220
630	7197	4208
631	7206	4196
632	7216	4183
633	7227	4172
634	7237	4160
635	7248	4148
636	7259	4136
637	7269	4124
638	7279	4112
639	7288	4100
640	7299	4087
641	7309	4076
642	7319	4063
643	7331	4053
644	7344	4042
645	7356	4031
646	7366	4019
647	7376	4007
648	7387	3995
649	7396	3982
650	7405	3970
651	7415	3957
652	7425	3945
653	7435	3933
654	7446	3922
655	7456	3910
656	7458	3893
657	7469	3882
658	7480	3870
659	7491	3859
660	7502	3847
661	7515	3837
662	7526	3825
663	7541	3816
664	7559	3807
665	7570	3796
666	7592	3790
667	7605	3780
668	7620	3770
669	7631	3758
670	7643	3747
671	7654	3735
672	7664	3724
673	7674	3711
674	7684	3699
675	7694	3687
676	7707	3677
677	7722	3667
678	7741	3659
679	7755	3649
680	7768	3639
681	7779	3627
682	7791	3616
683	7796	3602
684	7807	3590
685	7819	3579
686	7833	3568
687	7846	3558
688	7858	3547
689	7868	3535
690	7878	3523
691	7890	3511
692	7901	3500
693	7911	3488
694	7923	3477
695	7933	3465
696	7943	3453
697	7953	3441
698	7963	3429
699	7972	3416
700	7982	3404
701	7992	3392
702	8003	3381
703	8012	3368
704	8022	3356
705	8033	3345
706	8043	3333
707	8055	3322
708	8058	3307
709	8069	3296
710	8081	3284
711	8091	3272
712	8106	3262
713	8124	3254
714	8134	3242
715	8151	3233
716	8163	3222
717	8175	3210
718	8186	3199
719	8199	3188
720	8226	3183
721	8251	3177
722	8262	3165
723	8273	3154
724	8279	3140
725	8289	3128
726	8308	3119
727	8318	3108
728	8329	3096
729	8343	3086
730	8358	3075
731	8370	3064
732	8382	3053
733	8399	3043
734	8412	3032
735	8421	3020
736	8431	3008
737	8443	2997
738	8451	2985
739	8462	2973
740	8473	2961
741	8483	2949
742	8494	2938
743	8504	2926
744	8517	2915
745	8527	2903
746	8550	2896
747	8561	2884
748	8571	2872
749	8582	2860
750	8592	2849
751	8601	2836
752	8612	2825
753	8622	2813
754	8632	2801
755	8641	2789
756	8650	2776
757	8659	2764
758	8669	2752
759	8672	2738
760	8682	2726
761	8691	2714
762	8700	2702
763	8712	2691
764	8738	2684
765	8748	2672
766	8757	2660
767	8767	2648
768	8778	2636
769	8787	2624
770	8797	2613
771	8807	2601
772	8816	2589
773	8826	2577
774	8839	2566
775	8849	2554
776	8859	2542
777	8882	2534
778	8893	2522
779	8903	2511
780	8911	2498
781	8920	2486
782	8932	2475
783	8942	2463
784	8952	2451
785	8965	2441
786	8977	2429
787	8987	2418
788	8998	2406
789	9008	2394
790	9018	2382
791	9028	2371
792	9039	2359
793	9048	2347
794	9059	2336
795	9070	2324
796	9083	2313
797	9095	2302
798	9105	2290
799	9118	2279
800	9138	2270
801	9149	2258
802	9160	2247
803	9179	2237
804	9202	2229
805	9214	2217
806	9226	2206
807	9234	2194
808	9237	2180
809	9245	2168
810	9255	2156
811	9264	2145
812	9276	2133
813	9284	2121
814	9293	2109
815	9305	2098
816	9316	2086
817	9327	2075
818	9338	2063
819	9348	2052
820	9364	2041
821	9377	2030
822	9389	2019
823	9402	2008
824	9414	1997
825	9425	1985
826	9435	1973
827	9445	1962
828	9454	1950
829	9466	1938
830	9476	1927
831	9489	1916
832	9502	1905
833	9521	1895
834	9530	1883
835	9540	1871
836	9552	1860
837	9563	1848
838	9575	1837
839	9587	1826
840	9601	1815
841	9644	1809
842	9673	1801
843	9684	1790
844	9695	1778
845	9712	1768
846	9728	1757
847	9746	1746
848	9758	1735
849	9768	1723
850	9780	1712
851	9793	1701
852	9804	1689
853	9814	1677
854	9824	1666
855	9834	1654
856	9846	1642
857	9859	1631
858	9869	1620
859	9879	1608
860	9891	1596
861	9902	1585
862	9912	1573
863	9923	1561
864	9935	1550
865	9946	1538
866	9958	1527
867	9963	1515
868	9972	1503
869	9982	1491
870	9993	1480
871	10004	1468
872	10014	1456
873	10024	1445
874	10035	1433
875	10046	1422
876	10056	1410
877	10066	1398
878	10076	1387
879	10086	1375
880	10098	1363
881	10108	1352
882	10118	1340
883	10130	1329
884	10139	1317
885	10148	1305
886	10157	1294
887	10166	1282
888	10176	1270
889	10187	1259
890	10197	1247
891	10208	1235
892	10218	1224
893	10229	1212
894	10239	1201
895	10249	1189
896	10258	1178
897	10269	1166
898	10279	1154
899	10288	1143
900	10298	1131
901	10307	1119
902	10318	1108
903	10329	1096
904	10339	1085
905	10346	1073
906	10356	1061
907	10366	1050
908	10376	1038
909	10389	1027
910	10399	1015
911	10402	1003
912	10413	992
913	10423	980
914	10442	970
915	10455	958
916	10465	947
917	10477	935
918	10487	924
919	10497	912
920	10507	901
921	10518	889
922	10528	878
923	10540	866
924	10550	855
925	10560	843
926	10569	832
927	10580	820
928	10591	809
929	10601	797
930	10610	786
931	10620	774
932	10631	763
933	10641	751
934	10651	740
935	10661	728
936	10672	717
937	10681	706
938	10691	694
939	10699	682
940	10709	671
941	10719	659
942	10733	648
943	10744	637
944	10755	625
945	10766	614
946	10776	603
947	10786	591
948	10795	580
949	10805	568
950	10816	557
951	10828	545
952	10838	534
953	10850	523
954	10862	511
955	10870	500
956	10885	489
957	10896	477
958	10906	466
959	10916	454
960	10927	443
961	10937	432
962	10949	420
963	10961	409
964	10972	397
965	10982	386
966	10992	375
967	11002	363
968	11012	352
969	11022	340
970	11032	329
971	11042	318
972	11054	306
973	11065	295
974	11075	283
975	11085	272
976	11090	261
977	11100	249
978	11109	238
979	11119	226
980	11131	215
981	11140	204
982	11151	192
983	11162	181
984	11172	170
985	11182	158
986	11193	147
987	11206	136
988	11216	124
989	11226	113
990	11233	102
991	11242	90
992	11255	79
993	11267	68
994	11276	56
995	11286	45
996	11296	33
997	11307	22
998	11317	11
999	11328	0
